id,bandit_lrPosC,bandit_lrPosU,bandit_lrNegC,bandit_lrNegU,bandit_tau,effort_thetaI,effort_thetaR,effort_thetaE,gamble_rho_g,gamble_rho_l,gamble_lambda,gamble_tau,explore_theta_V,explore_theta_RU,rbias_alpha,rbias_initV,rbias_reward_sensitivity,rbias_instruction_sensitivity
1,0.337919190875,0.432176104625,0.70374713925,0.11353038799087575,0.42666164125,5.52910785776675,4.0199080812,-0.00256348092755,0.99847720225,1.4649905225,1.018314652,1.1485709685,-3.16575397,-0.0722550142222875,0.02941859878075,0.2665414590515,16.0198153875,0.241974584825
2,0.61859109975,0.27122287745,0.2728145215,0.96499466475,0.1578588361,5.3733540638525,4.0378250479575,-0.00205218714855,0.9624912665,1.484617434,1.09238422475,1.1271046955,-2.285681755,-0.69753559175,0.02723855044475,0.6024371794,17.259541055,0.7175781682
3,0.82883952725,0.096418476711175,0.2796603665,0.94774746975,0.15260332735,5.4549162854825,4.0441515768,-0.00209022555255,0.50800212485,0.797328169,0.71726634885,1.96614584675,-2.0454496975,-1.32376232625,0.0053555428243825,0.02840758205320425,12.9752571225,0.174073297125
4,0.6308020385,0.01738088827291955,0.5767031385,0.08528855107188088,0.306511915,-3.54207749406,4.9559613275,-0.118694977875,0.398204479725,1.1532734595,1.27042971825,2.82674618225,-4.110871265,-2.2356047550000002,0.0299527370575,0.4184825667,16.534161165,0.7971577757
5,0.08034551331925,0.5412656986879,0.12988233094492865,0.015977198795335337,0.300094427975,-6.79085607375,5.420249715,-0.045840811491025,0.600661162,0.8208564645,1.05879791325,3.280334429,-1.9195771925,-0.4922331835,0.0131974307507,0.73470717675,16.11361561,0.182851463575
6,0.20445715911875,0.327767075846675,0.12305279368049625,0.458848430853225,0.3687545021,-4.3428930195,2.39382578825,-0.00953559857087975,1.0826165355,0.591377716525,1.246084395075,1.09197818425,-2.2364666075,-1.00382255125,0.0176530112732275,0.82233283075,15.85206532,0.28634366555
7,0.18153467781645,0.3787386730435,0.24244897241854427,0.4755807584562678,0.452833172475,5.565655693025,4.0581429557575,-0.00324298421465,0.25307670255,0.3394183502,1.454432317,4.11970419075,-1.47092131875,0.645570292,0.0030268521145405,0.45008215025,12.827149385,0.133467078375
8,0.61520676075,0.0269539921373875,0.330194832,0.06827728437316576,0.28979304475,5.667983702346925,4.0455383795,-0.002304894315625,0.9835472045,1.2732258255,0.7564420735,1.1155625305,-2.079045735,-1.18210770825,0.002519654846094,0.786000032,12.68847188,0.134212000375
9,0.86824571525,0.0947779968875,0.64295829725,0.4696884347348105,0.2599402035,-7.6800787975,3.2217096225,0.01547844288935,0.72834374675,0.85705342725,1.4329465005,3.34216088025,-2.90883384,-0.175849459584215,0.00984929770892625,0.3458045341975,13.7685354425,0.3080671719
10,0.5328665964,0.2936578509612225,0.03155035513771388,0.980316815,0.38244608675,-1.6231505022895,0.946260740275,0.0020856139754975,1.04462021325,1.192923046,0.9134039995,1.2766101605,-0.94623320525,0.261787331475,0.0032451426673375,0.1054533969907,13.3095641025,0.1123342228
11,0.63764166375,0.00698719993243135,0.33145625675,0.801410847025,0.1326629502,-1.64898058644125,4.8232587325,-0.12811447795,0.55622712425,1.188919509,1.12720924725,1.715696596,-2.77154155,0.49472316975,0.0233491606745,0.9967995535,23.23916982,0.35775561555
12,0.252558353475,0.30635650905193523,0.008254607236941642,0.7793335946,0.375245080475,-1.7819391722905,1.52182361925,-0.018120561805625,0.40200597725,0.4782540964,0.94733289475,2.307078696,-1.36806587525,0.269670655325,0.00455918147119365,0.2553294103125,12.7794223225,0.205163578325
13,0.57721565175,0.0500690690699,0.19835735355,0.799762787,0.18496245875,-0.174153808605,3.04970186725,-0.08156836589175,0.837941943,0.8578331095,1.358489158,2.33825226275,-1.93852215,-1.47040396225,0.06815323066,0.63449121335,16.73419358,0.2173341831
14,0.74739410325,0.27773886590334573,0.006234108097927374,0.89362832025,0.322897684,5.586202363722,4.050838516975,-0.00354266449245,0.5848010765,1.17728508475,1.34463250825,5.28260661,-1.35273192625,0.24635346867,0.0344434255775,0.2676305716585,29.26400629,0.329511956075
15,0.15450186175,0.30524672392823854,0.0711613692505585,0.081497274294,0.2548970088,5.388009397842,4.0545043544,-0.004372721667375,0.847160504,1.22577365925,1.736221394,2.90997246525,-1.689568365,-0.58044189725,0.0669269881925,0.79487154975,13.9853592,0.38028736575
16,0.866164719,0.57224966,0.65866984225,0.8838476222365,0.35638669325,5.5910433071745,4.077039711025,-0.0038612339836675,0.482564002675,1.5750022235,1.2765002095,1.79001937675,-2.480466865,-2.8571443975,0.01098727914175,0.3831393804,14.341145145,0.215064655425
17,0.2300637253,0.08636838811928213,0.03888865364437696,0.0627566305425,0.293627319,-5.83855088,3.2289568975,-0.0690541444025,1.22240195725,1.552198856,0.82967785475,1.48781615925,-3.7324947125,-0.19188263115325,0.0514594779335,0.51205319775,14.099657275,0.21149018625
18,0.580211964125,0.555652497069275,0.1210943316819915,0.029697806365602274,0.43520876225,5.299768046105,4.0576370357975,-0.0032912905079825,0.467540072975,0.601582798425,0.602378334675,2.81239398775,-1.97119362,0.614216258,0.0025866904175526,0.74524928525,12.931885315,0.15567637485
19,0.94205754025,0.5223892935,0.760657714,0.9575625675,0.2463805455,0.63429545253275,2.7661361015,-0.036189012845575,1.079004324,0.61769375675,1.004511327725,1.6596471915,-1.8762185875,-0.73492912875,0.0581961367225,0.8349246,20.783377525,0.164675786725
20,0.367348612725,0.53602410175,0.273146636675,0.6668099367575,0.2135686678,0.652598103215,2.513255830175,-0.02065214525785,0.73480504425,0.628056823825,1.054193228525,1.2179515845,-1.5305299225,-0.3047134135,0.0044495497670227,0.202846437910175,14.54770367,0.101713264925
21,0.84630401925,0.5114269925,0.91323318425,0.33757140312006,0.320360321,5.564189744398,4.07848127875,-0.002802098149025,1.37888680375,0.97001185225,1.4507006565,1.8169894435,-2.5802451075,-0.918490699,0.008484259901745,0.31976053693,13.1118565275,0.189715535
22,0.018452313083039563,0.5955991135,0.670209254,0.5835200192247106,0.2278086322,-10.1624464325,4.93050493,-0.039331045147475,0.67011072725,1.43239303225,1.851772708,1.518561819,-0.78457281475,-0.757702874875,0.0049489973493025,0.59468878825,13.21823545,0.129089694725
23,0.47561803875,0.56099675125,0.55328681675,0.1885038701575,0.208261594125,6.1809965275,1.29699888265,-0.148864791275,0.46243381755,0.94633651025,0.76804410575,1.96653578675,-2.7943475275,0.0899289763897,0.025315641791,0.165573617174425,18.1024354375,0.247199564
24,0.1043131945726075,0.33913276275555,0.10879676747202266,0.7485675038489993,0.39079796515,-10.50184634,3.4749811675,-0.0063815589695675,1.139226283,1.41900979625,1.2258850425,1.06703405275,-2.442490805,-2.2059390885,0.01155184840488,0.91848738175,18.4723701125,0.13522388735
25,0.65585235475,0.3094804408307878,0.008585556745830157,0.95739028225,0.22956980725,5.5212292035225,4.063898411275,-0.004387810323335,0.293746776175,1.533475023,0.86943868525,2.14349987025,-3.807291585,-2.83112286,0.015686227968055,0.1604884869925,18.27343914,0.934509778375
26,0.75125277225,0.1507586570775,0.216109024875,0.971040991,0.1992955315,-4.189916615925,3.3438206225,-0.01831294109749,0.8720827345,1.0379572595,0.9086838495,4.61656262125,-2.1984134625,-1.36755032,0.04342344148,-0.119661263577038,39.0982730675,0.282687803075
27,0.5560055895,0.654817960875,0.4231102505,0.43729754,0.2654768325,5.456899970635,4.0614633834525,-0.0054222769305,1.26824758325,1.013273383225,0.599047430125,1.136239403,-0.799656824,0.043457105343575,0.004269536428892025,0.720846949,13.0702937175,0.16011299595
28,0.60955034875,0.15368363580942573,0.03448756181288864,0.975835112,0.2455294075,-4.9219203405,5.2060376,-0.0312533136061775,0.293228185875,0.857976099,1.015766169,4.16782937375,-2.6708310575,0.206055204234,0.026560337881025,-0.0230063246595,18.238140005,0.533820619875
29,0.02375120818743525,0.47044184025,0.742071995,0.5046242937221194,0.19579553925,-7.14051950825,4.906367855,-0.05694674894175,0.70468414475,1.2783499125,0.749923364,3.47276210675,-4.0353577375,0.64730060225,0.0066056833757215,0.735511404,13.706884025,0.17672471685
30,0.600262133,0.42185420058641176,0.1039557801985725,0.80769754575,0.3086068745,5.52442345001425,4.074981659,-0.00379859812415,0.252578553925,0.57692408175,1.658398958,4.55563134125,-1.8843043675,-0.13741889957475,0.00537990084793015,1.403802088,12.3990806775,0.14137741185
31,0.6576082335,0.29411565696938,0.016402643990644984,0.973616918,0.452555707,2.6125089330425,4.061992464725,-0.0561463325299125,1.32454569625,1.5643282375,1.64852858625,2.0942852025,-2.28020013,-2.06388527525,0.013557367161555,0.160042787647325,17.910419035,0.2697129873
32,0.801839578,0.40811024115,0.39782895925,0.962769031,0.33434720375,5.5102021302875,4.058581144695,-0.004844699757275,0.3366035526975,1.16957778325,0.66833934425,4.6873386205,-2.5187401425,-0.01965327549385,0.005535479117205275,0.1479055419695925,13.047867725,0.2458162954
33,0.06381359597740675,0.4881909085,0.711967666,0.5785023251223019,0.2094414569,5.170197779525,2.034320537,-0.1674113533,0.419366755525,1.30254877175,0.92142912425,1.53448272575,-1.819193325,0.252624052765,0.0155344909880725,-1.1030801465,23.2244881775,0.205253153475
34,0.85268208575,0.083742922925,0.4422045045,0.91874433475,0.117958599025,-13.1287969425,5.588823255,-0.01329562192465,1.094123369,1.26557443,1.3567030275,3.17039867025,-5.03905546,0.107513943261475,0.04348586904,0.608189588575,21.2661337725,0.3532499528
35,0.27522158945,0.22628147881907076,0.009724296941196824,0.587356047,0.234369949075,-4.64534402975,2.56358568875,-0.0710074857475,0.504962018375,1.3200310035,1.1137001345,2.06898608325,-1.46877742425,-1.431918563,0.05623210511,0.11878686508275,16.614883585,0.5619365725
36,0.05619914289929325,0.62065845475,0.685196714,0.4720362052916606,0.260041065675,5.5042874494875,4.08295322135,-0.003648430817005,0.716553879975,1.44185934225,0.42593852815,1.970804284,-1.784784665,0.326034299775,0.018480485661575,0.488704072775,15.1840093475,0.16948180345
37,0.686347781,2.827422002968275e-4,0.529690705,0.3083293653,0.25973963925,-4.726779983,2.7913939875,-0.0179000961252475,0.6345230285,1.104157659,0.261839497825,3.37610612975,-2.346292015,-0.40484147887,0.023360765243255,0.265280952063,15.2856574675,0.197227025425
38,0.104615168040425,0.4986195775,0.568440399125,0.845359274345125,0.25256065735,-8.726325445,4.1090300725,-0.10463813815,0.92446867325,0.9534361895,0.86997771425,4.43141983225,-2.17317088,-1.66138841375,0.004849769863778,0.110733252974675,13.6422697825,0.1626291251
39,0.8729760545,0.287522233872875,0.015920138863433714,0.98043440075,0.32003188725,5.477652105185,4.041097257635,-0.003075337374365,1.275762611,1.296406834,0.691690687,1.24147622775,-0.92014257125,0.47094935025,0.005023741134673,0.045752879543825,13.48297713,0.14600314945
40,0.0951725510425,0.55930389225,0.67554411825,0.03204063108231828,0.174428559025,-4.0717635840725,4.332906585,-0.046039820344625,0.320746463875,1.23076778775,1.751590181,4.32857974875,-1.4966914,-1.20006954725,0.00413553051169375,0.6913121105,12.963202115,0.155770616225
41,0.47842394575,0.40470291444625,0.1204100725,0.392246871,0.2098781725,5.38151590935,4.0569629465175,-0.0038998875235475,1.353555328,1.03074068875,1.26415451475,1.50955065725,-1.6395962925,-0.06871369738425,0.04111319851225,0.74276155375,14.5392962075,0.40835653895
